"G81019","BEACON SURGERY","Y57","Q81","BEACON SURGERY","BEACON ROAD","CROWBOROUGH","EAST SUSSEX","","TN6 1AH","19740401","","A","B","99K","20130401","","01892 652233","","","","1","","99K","","4",""
"G81045","ST. ANDREWS SURGERY","Y57","Q81","ST.ANDREW'S SURGERY","THE OLD CENTRAL SCHOOL","SOUTHOVER ROAD, LEWES","EAST SUSSEX","","BN7 1US","19740401","","A","B","99K","20130401","","01273 475216","","","","1","","99K","","4",""
"H81043","WONERSH SURGERY","Y57","Q81","WONERSH SURGERY","THE STREET, WONERSH","GUILDFORD","SURREY","","GU5 0PE","19740401","","A","B","09N","20130401","","01483 898123","","","","1","","09N","","4",""
"H81081","TADWORTH MEDICAL CENTRE","Y57","Q81","TADWORTH MEDICAL CENTRE","1 TROY CLSE,TADWORTH FARM","TADWORTH","SURREY","","KT20 5JE","19740401","","A","B","99H","20130401","","01737 303217","","","","1","","99H","","4",""
"H82016","BERSTED GREEN SURGERY","Y57","Q81","BERSTED GREEN SURGERY","32 DURLSTON DRIVE","BOGNOR REGIS","WEST SUSSEX","","PO22 9TD","19740401","","A","B","09G","20130401","","01243 864843","","","","1","","09G","","4",""
"H83006","PARKWAY HEALTH CENTRE (02)","Y56","Q71","PARKWAY HEALTH CENTRE","PARKWAY, NEW ADDINGTON","CROYDON","SURREY","","CR0 0JA","19740401","","A","B","07V","20130401","","01689 808810","","","","1","","07V","","4",""
"H85067","DANEBURY AVENUE SURGERY","Y56","Q71","DANEBURY AVENUE SURGERY","351 DANEBURY AVENUE","ROEHAMPTON","LONDON","","SW15 4DU","19740401","","A","B","08X","20130401","","020 33704723","","","","1","","08X","","4",""
"H85693","GREEN WRYTHE SURGERY","Y56","Q71","GREEN WRYTHE SURGERY","411A GREEN WRYTHE LANE","CARSHALTON","SURREY","","SM5 1JF","19980701","","A","B","08T","20130401","","020 37706071","","","","1","","08T","","4",""
"J81623","BROADMAYNE SURGERY","Y57","Q70","THE SURGERY","OSMINGTON DROVE","BROADMAYNE","DORCHESTER, DORSET","","DT2 8EP","19860601","","D","B","11J","20130401","","01305 852231","","","","1","","11J","","4",""
"J82168","DR CAIGER & PARTNERS","Y57","Q70","RAMILLIES","12 VICTORIA ROAD SOUTH","SOUTHSEA,PORTSMOUTH","HAMPSHIRE","","PO5 2DB","19740401","","A","B","10R","20130401","","023 92823857","","","","1","","10R","","4",""
"K81003","SWALLOWFIELD MEDICAL PRACTICE","Y57","Q82","SWALLOWFIELD MED PRACTICE","THE STREET,SWALLOWFIELD","READING","BERKSHIRE","","RG7 1QY","19740401","","A","B","11D","20130401","","0118 9883473","","","","1","","11D","","4",""
"K82069","VERNEY CLOSE SURGERY","Y57","Q82","VERNEY CLOSE FAMILY PRACT","VERNEY CLOSE","BUCKINGHAM","BUCKINGHAMSHIRE","","MK18 1JP","19740401","","A","B","10Y","20130401","","01280 82277","","","","1","","10Y","","4",""
"L81049","NUMBER 18 SURGERY","Y57","Q82","NUMBER 18 SURGERY","18 UPPER OLDFIELD PARK","BATH","","","BA2 3JZ","19740401","","A","B","11E","20130401","","01225 427402","","","","1","","11E","","4",""
"L82035","FOWEY RIVER PRACTICE","Y57","Q80","FOWEY RIVER PRACTICE","THE SURGERY,RAWLINGS LANE","FOWEY","CORNWALL","","PL23 1DT","19740401","","A","B","11N","20130401","","01726 829272","","","","1","","11N","","4",""
"M81009","GOLDEN VALLEY PRACTICE","Y55","Q77","THE SURGERY","EWYAS HAROLD","HEREFORD","HEREFORDSHIRE","","HR2 0EU","19740401","","A","B","05F","20130401","","01981 240320","","","","1","","05F","","4",""
"M81027","HAGLEY SURGERY","Y55","Q77","HAGLEY SURGERY","1 VICTORIA PASSAGE,HAGLEY","STOURBRIDGE","WEST MIDLANDS","","DY9 0NH","19740401","","A","B","06D","20130401","","01562 881700","","","","1","","06D","","4",""
"M83076","HARLEY STREET MEDICAL CTR","Y55","Q76","HARLEY STREET MEDICAL CTR","HARLEY STREET, HANLEY","STOKE ON TRENT","STAFFORDSHIRE","","ST1 3RX","19740401","","A","B","05W","20130401","","01782 212066","","","","1","","05W","","4",""
"M83601","BRINSLEY AVENUE PRACTICE","Y55","Q76","11 BRINSLEY AVENUE","TRENTHAM","STOKE-ON-TRENT","STAFORDSHIRE","","ST4 8LT","19740401","","A","B","05W","20130401","","01782 657199","","","","1","","05W","","4",""
"M86607","LONGFORD MEDICAL CENTRE","Y55","Q77","LONGFORD PRIMARY CARE CTR","LONGFORD RD,LONGFORD","COVENTRY","WEST MIDLANDS","","CV6 6DR","19740401","","D","B","05A","20130401","","024 76646740","","","","1","","05A","","4",""
"M89012","CROFT MEDICAL CENTRE","Y55","Q77","CROFT MEDICAL CENTRE","1 POMEROY WAY","CHELMSLEY WOOD","","","B37 7WB","19740401","","A","B","05P","20130401","","0121 2707180","","","","1","","05P","","4",""
"N81094","THE GREAT SUTTON MED.CTR. (RED)","Y54","Q75","THE GREAT SUTTON MED.CTR.","OLD CHESTER RD,GRT SUTTON","ELLESMERE PORT","CHESHIRE","","CH66 3SP","19740401","","A","B","02F","20130401","","0151 3392424","","","","1","","02F","","4",""
"N83056","PRINCESS DRIVE MEDICAL CENTRE","Y54","Q75","CORNERWAYS MEDICAL CENTRE","WOOLFALL HEATH AVENUE","HUYTON","MERSEYSIDE","","L36 3TN","19740401","","D","B","01J","20130401","","0151 2282036","","","","1","","01J","","4",""
"N85029","FENDER WAY HEALTH CTR_REAM JE","Y54","Q75","THE HEALTH CENTRE","FENDER WAY","PRENTON","BIRKENHEAD","","CH43 9QS","19740401","","D","B","12F","20130401","","0844 3878232","","","","1","","12F","","4",""
"P81038","THE CHORLEY SURGERY","Y54","Q73","24-26 GILLIBRAND STREET","CHORLEY","LANCASHIRE","","","PR7 2TH","19740401","","A","B","00X","20130401","","01257 513970","","","","1","","00X","","4",""
"P81123","ELMS FEDERATED PRACTICE","Y54","Q73","P V M HORSFIELD PRACTICE","HEALTH CENTRE CRADDOCK RD","COLNE","LANCASHIRE","","BB8 0JZ","19740401","","A","B","01A","20130401","","01282 731570","","","","1","","01A","","4",""
"P81709","ROMAN ROAD HEALTH CENTRE","Y54","Q73","ROMAN ROAD HEALTH CENTRE","OFF FISHMOOR DRIVE","BLACKBURN","LANCASHIRE","","BB2 3UY","19870302","","A","B","00Q","20130401","","01254 664832","","","","1","","00Q","","4",""
"P81791","BLACKPOOL SUBSTANCE MISUSE SERVICE","Y54","Q73","72 HARROWSIDE","","BLACKPOOL","LANCASHIRE","","FY4 1LR","20020401","","A","B","00R","20141101","","01253 340108","","","","1","","AKQ","","8",""
"P82003","KILDONAN HOUSE","Y54","Q73","KILDONAN HOUSE","CHORLEY NEW RD, HORWICH","BOLTON","","","BL6 5NW","19740401","","A","B","00T","20130401","","01204 468161","","","","1","","00T","","4",""
"P85016","SADDLEWORTH MEDICAL PRACTICE","Y54","Q73","SADDLEWORTH MED PRACTICE","SMITHY LANE, UPPERMILL","OLDHAM","","","OL3 6AH","19740401","","A","B","00Y","20130401","","01457 872228","","","","1","","00Y","","4",""
"P85602","SARAF MEDICAL PRACTICE","Y54","Q73","MOORSIDE MEDICAL CENTRE","681 RIPPONDEN RD,MOORSIDE","OLDHAM","LANCASHIRE","","OL1 4JU","19740401","","A","B","00Y","20130401","","0161 9098388","","","","1","","00Y","","4",""
"P88624","BL MEDICAL PRACTICE","Y54","Q73","WOODLEY HEALTH CENTRE","HYDE ROAD, WOODLEY","STOCKPORT","CHESHIRE","","SK6 1ND","19860701","","A","B","01W","20130401","","0161 4269464","","","","1","","01W","","4",""
"P91006","URMSTON GROUP PRACTICE","Y54","Q73","6 WOODSEND CRESCENT ROAD","URMSTON","MANCHESTER","","","M41 8AA","19740401","","A","B","02A","20130401","","0161 7559870","","","","1","","02A","","4",""
"P91008","SHAY LANE MEDICAL CENTRE (KELMAN)","Y54","Q73","SHAY LANE MEDICAL CENTRE","SHAY LANE, HALE BARNS","ALTRINCHAM","CHESHIRE","","WA15 8NZ","19740401","","A","B","02A","20130401","","0161 9803835","","","","1","","02A","","4",""
"W00144","WATERSIDE MEDICAL PRACTICE","W00","Q99","WATERSIDE MEDICAL PRACTIC","BRITON FERRY","BRUNEL WAY","BRITON FERRY","","SA11 2FP","20141001","","A","B","7A3","20141001","","01639 813272","","","","1","","7A3","","0",""
"W93001","DR W THOMPSON'S PRACTICE","W00","Q99","ST. LUKE'S SURGERY","(OFF GWYDDON ROAD)","ABERCARN NEWBRIDGE","GWENT","","NP11 5GX","19740401","","A","B","7A6","20091001","","01495 244205","","","","1","","7A6","","0",""
"W94015","DR LM HOLLINGWORTH'S PRACTICE","W00","Q99","THE HEALTH CENTRE","LLANFAIRPWLL","YNYS MON","","","LL61 5YZ","19740401","","A","B","7A1","20091001","","01248 714388","","","","1","","7A1","","0",""
"W95016","DR S RAO'S PRACTICE","W00","Q99","CWMAMAN SURGERY","6-14 GLANAMAN ROAD","CWMAMAN  ABERDARE","MID GLAMORGAN","","CF44 6HY","19740401","","A","B","7A5","20091001","","01685 873002","","","","1","","7A5","","0",""
"W95035","DR A CRAVEN'S PRACTICE","W00","Q99","RIVERSDALE HOUSE","MERTHYRMAWR ROAD","BRIDGEND","MID GLAMORGAN","","CF31 3NL","19740401","","A","B","7A3","20091001","","01656 766866","","","","1","","7A3","","0",""
"W95050","DR JW HOLLAND'S PRACTICE","W00","Q99","MEDDYGFA GELLIGAER SURGER","HEOL HEN YSGOL","GELLIGAER","","","CF82 8FQ","19740401","","A","B","7A6","20091001","","01443 875333","","","","1","","7A6","","0",""
"W96011","DR IJP SHAW'S PRACTICE","W00","Q99","GLANTWYMYN HEALTH CENTRE","CEMMAES ROAD","MACHYNLLETH","POWYS","","SY20 8LB","19740401","","A","B","7A7","20091001","","01650 511227","","","","1","","7A7","","0",""
"Y00065","NEMS OOH","Y55","Q76","NEMS PATIENT CARE CENTRE","PLATFORM ONE PRACTICE","NOTTINGHAM","","","NG2 3AJ","20030401","","A","B","04K","20130401","","0115 9166062","","","","1","","04K","","2",""
"Y00097","GPSI DERMATOLOGY - WINDHILL GREEN","Y54","Q72","GPSI-DERMATOLOGY","WINDHILL GREEN MED CTR","2 THACKLEY OLD ROAD","SHIPLEY","","BD18 1QB","20030501","","D","B","02R","20130401","","01274 584223","","","","1","","02R","","10",""
"Y00099","GPSI DERMATOLOGY - IDLE","Y54","Q72","IDLE MEDICAL CENTRE","440 HIGHFIELD ROAD, IDLE","BRADFORD","WEST YORKSHIRE","","BD10 8RU","20030501","","D","B","02R","20130401","","01274 771999","","","","1","","02R","","10",""
"Y00100","BRADFORD DERMATOLOGY SERVICE","Y54","Q72","WESTCLIFFE ROAD","SHIPLEY","BRADFORD","WEST YORKSHIRE","","BD18 3EE","20030501","","A","B","02R","20130401","","01274 580787","","","","1","","02R","","10",""
"Y00345","NOTTINGHAM TRAVELLER TEAM","Y55","Q76","BULWELL HEALTH CENTRE","MAIN STREET","BULWEEL","NOTTINGHAM","","NG6 8QJ","20040122","","D","B","04K","20130401","","0115 9797659","","","","1","","NR3","","0",""
"Y00510","Y.O.S","Y55","Q77","GROUND FLOOR","CHRISTCHURCH HOUSE","GREYFRIARS LANE","COVENTRY","","CV1 2GY","20040601","","A","B","05A","20130401","","024 76831414","","","","1","","RYG","","0",""
"Y00656","NDUC NEWCASTLE GATESHEAD OOH","Y54","Q74","VOCARE HOUSE","BALLIOL BUS PARK,GOSFORTH","NEWCASTLE UPON TYNE","","","NE12 8EW","20040901","","A","B","13T","20150401","","0845 6080325","","","","1","","13T","","2",""
"Y00661","NDUC NORTHUMBERLAND OOH","Y54","Q74","VOCARE HOUSE","BALLIOL BUS PARK,GOSFORTH","NEWCASTLE UPON TYNE","","","NE12 8EW","20040901","","A","B","00L","20130401","","0845 6080325","","","","1","","00L","","2",""
"Y01260","MOLEBRIDGE (QEF)","Y57","Q81","C/O 3 CANNONSIDE","FETCHAM","SURREY","","","KT22 9LE","20051201","","A","B","99H","20130401","","01372 379941","","","","1","","99H","","9",""
"Y01298","EPSOM DAY SURGERY UNIT","Y57","Q81","ALEXANDRA ROAD","EPSOM","","SURREY","","KT17 4BL","20060101","","A","B","99H","20130401","","01372 739002","","","","1","","99H","","9",""
"Y01897","DERBYSHIRE HEALTH UNITED LTD OOH","Y55","Q76","MALLARD HOUSE","WYVERN BUS PK,STANIER WAY","DERBY","DERBYSHIRE","","DE21 6BF","20070401","","A","B","04J","20130401","","0300 1000404","","","","1","","04J","","2",""
"Y02041","LEEDS INTEGRATED SEXUAL HEALTH SERVICE","Y54","Q72","50 MERRION CENTRE","MERRION WAY","LEEDS","","","LS2 8NG","20070701","","A","B","03G","20130401","","0113 3920334","","","","1","","RY6","","9",""
"Y02339","LEEDS YOUTH OFFENDING SERVICE","Y54","Q72","LEEDS YOUTH OFFENDING SVC","47 MARSHALL STREET","LEEDS","","","LS11 9RZ","20080701","","A","B","03G","20130401","","0113 2145300","","","","1","","RY6","","0",""
"Y02384","THE SPRINGBANK SURGERY","Y57","Q82","SPRINGBANK COM RES CENTRE","SPRINGBANK WAY","CHELTENHAM","GLOUCESTERSHIRE","","GL51 0LG","20080904","","D","B","11M","20130401","","01242 528877","","","","1","","11M","","4",""
"Y02617","NDUC SOUTH TYNESIDE OOH","Y54","Q74","VOCARE HOUSE","BALLIOL BUS PARK,GOSFORTH","NEWCASTLE UPON TYNE","","","NE12 8EW","20090401","","A","B","00N","20130401","","0845 6080325","","","","1","","00N","","2",""
"Y02809","OPHTHALMOLOGY CLINIC HERNE BAY","Y57","Q81","BELTINGE&RECULVER SURGERY","269 RECULVER ROAD","HERNE BAY","KENT","","CT6 6SR","20090701","","A","B","09E","20130801","","01227 374902","","","","1","","AC2","","11",""
"Y02837","PDS MEDICAL SDHC & OOH'S","Y54","Q73","FLEETWOOD H & WELLBEING C","DOCK STREET","FLEETWOOD","","","FY7 6HP","20090921","","A","B","02M","20130401","","01253 655551","","","","1","","02M","","2",""
"Y02846","NHS NOTTINGHAM 8-8 HEALTH CENTRE","Y55","Q76","79A UPPER PARLIAMENT ST","","NOTTINGHAM","","","NG1 6LD","20100111","","D","B","04K","20130401","","0115 8831960","","","","1","","04K","","4",""
"Y03039","SPECIALIST COMMUNITY DIABETES SERVICE","Y55","Q78","POTTERS BAR COMM HOSPITAL","BARNET ROAD","POTTERS BAR","HERTFORDSHIRE","","EN6 2RY","20100427","","A","B","06N","20130401","","01707 653286","","","","1","","RY4","","9",""
"Y03191","NDUC SOUTH TEES OOH","Y54","Q74","VOCARE HOUSE","BALLIOL BUS PARK,GOSFORTH","NEWCASTLE UPON TYNE","","","NE12 8EW","20101101","","A","B","00M","20130401","","0845 6080325","","","","1","","00M","","2",""
"Y03860","COMMUNITY TEAM TRURO","Y57","Q80","TRURO HEALTH PARK","INFIRMARY HILL","TRURO","","","TR1 2JA","20130401","","A","B","11N","20130401","","01872 221417","","","","1","","NLL","","9",""
"Y04196","INTERMEDIATE CARE EALING","Y56","Q71","9 SOUTH, EALING HOSPITAL","UXBRIDGE ROAD","","LONDON","","UB1 3HW","20130619","","D","B","07W","20141001","","020 89675567","","","","1","","R1K","","9",""
"Y04246","BITTERNE WALK IN CENTRE","Y57","Q70","BITTERNE HEALTH CENTRE","COMMERCIAL STREET","SOUTHAMPTON","HAMPSHIRE","","SO18 6BT","20130501","","D","B","10X","20130501","","023 80426356","","","","1","","R1C","","1",""
"Y04477","PRIMARY CARE MANCHESTER LIMITED","Y54","Q73","1ST FLOOR, 167 SLADE LANE","LEVENSHULME","MANCHESTER","","","M19 2AF","20131201","","A","B","00W","20131201","","0161 2249649","","","","1","","00W","","0",""
"Y04838","NDUC NORTH TYNESIDE OOH","Y54","Q74","VOCARE HOUSE","BALLIOL BUS PARK,GOSFORTH","NEWCASTLE UPON TYNE","","","NE12 8EW","20141201","","A","B","99C","20141201","","0845 6080325","","","","1","","99C","","2",""
"Y05081","HMP WAKEFIELD","Y54","Q72","HMP WAKEFIELD","5 LOVE LANE","WAKEFIELD","WEST YORKSHIRE","","WF2 9AG","20150610","","A","B","13V","20151101","","01924 612000","","","","1","","13V","","25",""
"Y05085","HMP FULL SUTTON","Y54","Q72","HMP FULL SUTTON","","YORK","NORTH YORKSHIRE","","YO41 1PS","20150610","","A","B","13V","20151101","","01759 475100","","","","1","","13V","","25",""
"Y05181","COMM PAEDIATRIC & LAC HEALTH SERVICE","Y54","Q75","ALEXANDRA BUSINESS PARK","PRESCOTT ROAD","ST. HELENS","MERSEYSIDE","","WA10 3TP","20151008","","A","B","01X","20151008","","01744 457215","","","","1","","01X","","9",""
"Y05188","HMP STOKE HEATH PRESCRIBER","Y55","Q76","HMP WARRANT ROAD","","MARKET DRAYTON","SHROPSHIRE","","TF9 2JL","20151001","","A","B","14A","20151101","","01630 636391","","","","1","","14A","","25",""
"Y05205","ADDACTION - HEREFORDSHIRE","Y55","Q77","6 BRIDGE STREET","","HEREFORD","","","HR4 9DF","20151201","","A","B","05F","20151201","","01432 802487","","","","1","","NI3","","8",""
"Y05212","SPRINGBANK SURGERY","Y57","Q82","SPRINGBANK WAY","","CHELTENHAM","GLOUCESTERSHIRE","","GL51 0LG","20151201","","A","B","11M","20151201","","01242 528877","","","","1","","11M","","4",""
"Y05217","LEIGHTON BUZZARD OPHTHALMOLOGY SERVICE","Y55","Q78","BASSETT ROAD SURGERY","29 BASSETT ROAD","LEIGHTON BUZZARD","BEDFORDSHIRE","","LU7 1AR","20151201","","A","B","06F","20151201","","01525 373111","","","","1","","06F","","0",""
"Y05233","ASHTON PCC SEVEN DAY ACCESS OOH","Y54","Q73","ASHTON PRIMARY CARE CTR","193 OLD STREET","ASHTON UNDER LYNE","","","OL6 7SR","20151201","","A","B","01Y","20151201","","0161 3427000","","","","1","","01Y","","2",""
"Y05234","GLOSSOP PCC SEVEN DAY ACCESS OOH","Y54","Q73","GLOSSOP PRIMARY CARE CTR","GEORGE STREET","GLOSSOP","","","SK13 8AY","20151201","","A","B","01Y","20151201","","01457 850550","","","","1","","01Y","","2",""
"Y05236","BROMLEY COMMUNITY ANTICOAGULATION CLINIC","Y56","Q71","BOOTS, 234 INTU SHOPPING","HIGH STREET","BROMLEY","KENT","","BR1 1HD","20151001","","A","B","07Q","20151001","","020 84665372","","","","1","","07Q","","0",""
"Y05237","EVERYONE HEALTH","Y55","Q76","ASHFIELD HEALTH VILLAGE","PORTLAND STREET","KIRKBY-IN-ASHFIELD","NOTTINGHAMSHIRE","","NG17 7AE","20151101","","A","B","04E","20151101","","07711 370215","","","","1","","ATR","","8",""
"Y05238","WEST BARNET HEALTHCARE LIMITED","Y56","Q71","HARTLEY AVENUE","","","LONDON","","NW7 2HX","20151123","","A","B","07M","20151123","","020 89590888","","","","1","","07M","","4",""
"Y05239","SOUTH BARNET HEALTHCARE LIMITED","Y56","Q71","143-145 CRICKLEWOOD LANE","","","LONDON","","NW2 1HS","20151123","","A","B","07M","20151123","","020 84505454","","","","1","","07M","","4",""
"Y05240","PLATINUM HEALTHCARE LIMITED","Y56","Q71","114 EDGWAREBURY LANE","","EDGWARE","","","HA8 8NB","20151123","","A","B","07M","20151123","","020 89583255","","","","1","","07M","","4",""
"Y05241","BADGER AVS","Y55","Q76","121 GLOVER STREET","","BIRMINGHAM","WEST MIDLANDS","","B9 4EY","20151023","","A","B","05V","20151023","","0121 7662101","","","","1","","05V","","12",""
"Y05242","SOUTH LEEDS INDEPENDENCE CENTRE","Y54","Q72","ATHA CRESCENT","BEESTON","LEEDS","","","LS11 7DB","20151119","","A","B","03G","20151119","","0113 8435777","","","","1","","RY6","","9",""
"Y05243","CHILDRENS SERVICES","Y56","Q71","GUYS HOSPITAL","GREAT MAZE POND","","LONDON","","SE1 9RT","20151122","","A","B","08Q","20151122","","020 71887188","","","","1","","RJ1","","9",""
"Y05244","DISTRICT NURSING","Y56","Q71","GUYS HOSPITAL","GREAT MAZE POND","","LONDON","","SE1 9RT","20151122","","A","B","08Q","20151122","","020 71887188","","","","1","","RJ1","","9",""
"Y05245","MIDLANDS PSYCHOLOGY CIC","Y55","Q76","THE HAYES","19 NEWPORT ROAD","STAFFORD","STAFFORDSHIRE","","ST16 1BA","20151201","","A","B","05V","20151201","","01785 748447","","","","1","","NRX","","0",""
"Y05246","DERMATOLOGY GPSI DEVONPORT HC","Y57","Q80","DEVONPORT HEALTH CENTRE","53 DAMEREL CL, DEVONPORT","PLYMOUTH","DEVON","","PL1 4JZ","20151016","","A","B","99P","20151016","","01752 561500","","","","1","","NWE","","9",""
"Y05247","DERMATOLOGY CONS LED PENNTORR HEALTH","Y57","Q80","PENNTORR HEALTH CENTRE","TREVOL ROAD","TORPOINT","CORNWALL","","PL11 2TB","20151014","","A","B","11N","20151014","","01752 813277","","","","1","","NWE","","9",""
"Y05248","BRIERLEY MEDICAL PRACTICE","Y54","Q72","CHURCH DRIVE","BRIERLEY","BARNSLEY","SOUTH YORKSHIRE","","S72 9HZ","20151208","","P","B","02P","20151208","","01226 711278","","","","1","","02P","","4",""
"Y05249","TISSUE VIABILITY","Y56","Q71","GUYS HOSPITAL","GREAT MAZE POND","","LONDON","","SE1 9RT","20151122","","A","B","08Q","20151122","","020 71887188","","","","1","","RJ1","","9",""
"Y05250","WINTER PRESSURES","Y54","Q73","THE KINGSWAY PRACTICE","285A KINGSWAY","ROCHDALE","LANCASHIRE","","OL16 4AT","20151201","","A","B","01D","20151201","","01706 261866","","","","1","","01D","","4",""
"Y05251","7 DAY ACCESS KINGSWAY HUB","Y54","Q73","THE KINGSWAY PRACTICE","285A KINGSWAY","ROCHDALE","","","OL16 4AT","20151201","","A","B","01D","20151201","","01706 261882","","","","1","","01D","","4",""
"Y05252","7 DAY ACCESS LITTLEBOROUGH HUB","Y54","Q73","LITTLEBOROUGH HC","FEATHERSTALL RD","ROCHDALE","LANCASHIRE","","OL15 8HF","20151201","","A","B","01D","20151201","","0161 7638292","","","","1","","01D","","4",""
"Y05253","7 DAY ACCESS PETERLOO HUB","Y54","Q73","PETERLOO MEDICAL CENTRE","133-135 MANCHESTER OLD RO","MIDDLETON","MANCHESTER","","M24 4DZ","20151201","","A","B","01D","20151201","","0161 7638292","","","","1","","01D","","4",""
"Y05254","CAMDEN HOME VISITING SERVICE","Y56","Q71","SOUTH CAMDEN CENTRE","154 DRUMMOND STREET","","LONDON","","NW1 3HP","20160111","","P","B","07R","20160111","","020 31821754","","","","1","","07R","","9",""
"Y05255","PRACTICE-BASED PHYSIOTHERAPY","Y57","Q82","ST MARTIN'S HOSPITAL","CLARA CROSS LANE","BATH","","","BA2 5RP","20151126","","A","B","11E","20151126","","0117 9461020","","","","1","","NLX","","9",""
